OTU_ID,COLC3,COLC4,COLC5,COLC6,COLC7,COLC8,COLC9,COLC12,COLC14,COLC17,COLC18,COLC19,COLC20,COLC21,COLC23,COLC24,COLC25,COLC26,COA1,COA2,COA3,COA4,COA5,COA6,COA7,COA8,COA9,COA10,COA11,COB1,COB2,COB3,COB4,COB5,COB6,COB7,COB8,COB9,COB10,COB11,COB12,COC1,COC2,COC3,COC4,COC5,COC6,COC7,COC8,COC9,COC10,COC11,COC12,COC13
125259,529.0,1497.0,677.0,586.0,2127.0,923.0,2272.0,1726.0,0.0,735.0,1661.0,885.0,1773.0,677.0,1544.0,388.0,779.0,1293.0,330.0,1181.0,2058.0,607.0,139.0,1118.0,1559.0,914.0,1106.0,45.0,26.0,1895.0,490.0,345.0,227.0,288.0,838.0,459.0,513.0,33.0,37.0,21.0,27.0,594.0,1148.0,786.0,46.0,701.0,216.0,755.0,269.0,60.0,52.0,265.0,599.0,289.0
459276,184.0,378.0,233.0,601.0,344.0,408.0,213.0,0.0,198.0,222.0,634.0,72.0,143.0,72.0,195.0,401.0,356.0,92.0,3250.0,163.0,59.0,204.0,451.0,699.0,708.0,209.0,56.0,514.0,87.0,0.0,247.0,99.0,21.0,99.0,1149.0,228.0,42.0,46.0,288.0,27.0,0.0,726.0,403.0,462.0,42.0,1323.0,1265.0,562.0,256.0,53.0,123.0,62.0,91.0,960.0
798581,0.0,0.0,0.0,26.0,0.0,0.0,387.0,0.0,0.0,60.0,47.0,183.0,68.0,68.0,25.0,48.0,36.0,89.0,12.0,15.0,23.0,11.0,12.0,61.0,196.0,0.0,0.0,22.0,14.0,13.0,19.0,16.0,31.0,79.0,793.0,94.0,158.0,129.0,24.0,13.0,33.0,40.0,240.0,269.0,420.0,473.0,386.0,554.0,532.0,87.0,79.0,219.0,525.0,236.0
272855,168.0,358.0,392.0,421.0,510.0,290.0,356.0,604.0,240.0,201.0,502.0,474.0,222.0,270.0,586.0,111.0,439.0,758.0,448.0,17.0,15.0,463.0,2363.0,1197.0,974.0,632.0,855.0,1570.0,1175.0,785.0,585.0,1183.0,631.0,494.0,779.0,355.0,665.0,1178.0,1463.0,863.0,234.0,501.0,566.0,129.0,312.0,689.0,913.0,1037.0,726.0,497.0,645.0,750.0,917.0,604.0
406247,0.0,0.0,279.0,386.0,0.0,0.0,35.0,109.0,156.0,201.0,235.0,590.0,592.0,333.0,23.0,247.0,134.0,226.0,428.0,886.0,340.0,0.0,657.0,238.0,24.0,366.0,276.0,145.0,106.0,370.0,881.0,885.0,293.0,130.0,53.0,97.0,0.0,491.0,987.0,27.0,19.0,663.0,111.0,0.0,677.0,393.0,221.0,58.0,77.0,567.0,803.0,349.0,574.0,974.0
1802716,162.0,8875.0,0.0,0.0,0.0,0.0,0.0,114.0,1058.0,0.0,0.0,111.0,1681.0,891.0,226.0,0.0,137.0,2322.0,894.0,365.0,0.0,0.0,0.0,0.0,0.0,859.0,97.0,0.0,506.0,0.0,0.0,8201.0,6785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,67.0,522.0,0.0,4375.0,0.0,0.0,0.0,0.0,41.0,7225.0,0.0,0.0,954.0
1085758,12.0,72.0,77.0,24.0,0.0,16.0,30.0,14.0,15.0,29.0,20.0,18.0,41.0,39.0,45.0,17.0,189.0,43.0,49.0,40.0,53.0,50.0,63.0,68.0,42.0,72.0,47.0,74.0,71.0,65.0,61.0,82.0,41.0,165.0,89.0,78.0,300.0,138.0,85.0,59.0,74.0,85.0,80.0,137.0,113.0,145.0,160.0,99.0,171.0,229.0,194.0,127.0,222.0,203.0
194340,12657.0,10561.0,140.0,128.0,0.0,200.0,127.0,6068.0,7.0,20.0,20.0,29.0,0.0,0.0,0.0,75.0,0.0,0.0,38.0,157.0,64.0,36.0,0.0,107.0,90.0,38.0,25.0,0.0,91.0,3856.0,82.0,2698.0,100.0,11.0,21.0,57.0,44.0,77.0,34.0,1.0,18.0,19.0,59.0,763.0,766.0,152.0,48.0,11.0,30.0,37.0,26.0,14.0,31.0,22.0
509149,0.0,22.0,265.0,58.0,0.0,44.0,16.0,216.0,46.0,24.0,54.0,30.0,35.0,39.0,258.0,122.0,44.0,76.0,17.0,34.0,35.0,17.0,47.0,53.0,28.0,30.0,43.0,40.0,32.0,42.0,21.0,56.0,41.0,63.0,62.0,46.0,56.0,43.0,39.0,30.0,32.0,54.0,33.0,41.0,50.0,78.0,95.0,77.0,90.0,98.0,96.0,91.0,105.0,110.0
348670,0.0,0.0,216.0,226.0,0.0,0.0,0.0,54.0,171.0,116.0,164.0,0.0,0.0,0.0,84.0,0.0,262.0,2474.0,315.0,48.0,0.0,325.0,3364.0,0.0,0.0,0.0,0.0,57.0,0.0,387.0,5917.0,533.0,427.0,611.0,411.0,356.0,0.0,201.0,220.0,104.0,0.0,0.0,791.0,577.0,0.0,57.0,59.0,1891.0,169.0,121.0,87.0,91.0,2445.0,49.0
206555,154.0,147.0,692.0,519.0,308.0,78.0,1044.0,606.0,60.0,433.0,312.0,941.0,378.0,880.0,216.0,45.0,454.0,469.0,896.0,0.0,254.0,49.0,705.0,86.0,186.0,652.0,827.0,136.0,62.0,0.0,828.0,617.0,292.0,257.0,1041.0,168.0,144.0,410.0,0.0,571.0,76.0,63.0,1246.0,148.0,320.0,65.0,427.0,0.0,465.0,114.0,97.0,201.0,527.0,201.0
260140,0.0,0.0,29.0,92.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,0.0,0.0,0.0,0.0,4535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,49.0,0.0,488.0
278011,83.0,215.0,57.0,483.0,60.0,0.0,0.0,1789.0,419.0,249.0,919.0,83.0,51.0,244.0,29.0,290.0,811.0,150.0,1682.0,243.0,354.0,754.0,0.0,1713.0,694.0,1313.0,768.0,410.0,67.0,2302.0,694.0,2183.0,183.0,196.0,1814.0,26.0,37.0,92.0,320.0,996.0,55.0,1029.0,653.0,3234.0,27.0,35.0,47.0,1337.0,1246.0,31.0,309.0,156.0,349.0,1698.0
271689,172.0,146.0,169.0,463.0,83.0,541.0,122.0,76.0,477.0,162.0,210.0,215.0,197.0,42.0,0.0,63.0,53.0,72.0,189.0,230.0,71.0,346.0,553.0,255.0,97.0,236.0,250.0,136.0,82.0,259.0,398.0,498.0,328.0,153.0,76.0,211.0,252.0,247.0,459.0,157.0,143.0,187.0,301.0,288.0,192.0,0.0,0.0,173.0,422.0,180.0,410.0,191.0,138.0,80.0
263895,51.0,63.0,52.0,60.0,41.0,13.0,10.0,82.0,16.0,27.0,19.0,52.0,20.0,51.0,13.0,10.0,44.0,109.0,239.0,112.0,331.0,141.0,979.0,80.0,64.0,247.0,391.0,171.0,275.0,855.0,1549.0,912.0,688.0,967.0,226.0,114.0,145.0,476.0,961.0,307.0,253.0,479.0,185.0,179.0,162.0,649.0,489.0,754.0,686.0,328.0,486.0,95.0,262.0,233.0
330293,0.0,20.0,29.0,71.0,0.0,76.0,0.0,45.0,86.0,118.0,75.0,43.0,89.0,93.0,36.0,168.0,35.0,47.0,55.0,29.0,41.0,271.0,124.0,186.0,61.0,112.0,90.0,76.0,55.0,177.0,182.0,128.0,0.0,133.0,276.0,200.0,108.0,29.0,37.0,50.0,82.0,190.0,158.0,65.0,152.0,117.0,77.0,54.0,230.0,55.0,69.0,155.0,107.0,429.0
437140,83.0,36.0,188.0,336.0,112.0,736.0,339.0,207.0,96.0,101.0,59.0,431.0,1141.0,530.0,47.0,43.0,47.0,105.0,871.0,43.0,46.0,608.0,1018.0,121.0,43.0,96.0,133.0,103.0,63.0,43.0,24.0,0.0,0.0,44.0,1158.0,35.0,39.0,36.0,46.0,152.0,0.0,40.0,897.0,91.0,45.0,23.0,52.0,47.0,40.0,0.0,102.0,73.0,118.0,53.0
4446732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1599.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,18.0,20.0,5490.0,2220.0,3212.0,1350.0,24.0,33.0,43.0,36.0,1998.0,3200.0,15.0,34.0,1384.0,24.0,0.0,0.0,28.0,87.0,550.0,628.0,1357.0,1511.0,686.0,3042.0,100.0
3013444,134.0,532.0,48.0,130.0,262.0,53.0,64.0,274.0,61.0,86.0,129.0,130.0,111.0,70.0,60.0,76.0,186.0,442.0,0.0,16.0,91.0,49.0,982.0,885.0,482.0,147.0,690.0,882.0,1685.0,68.0,146.0,992.0,170.0,1020.0,485.0,1073.0,625.0,636.0,529.0,195.0,426.0,33.0,737.0,1285.0,134.0,70.0,1704.0,182.0,530.0,538.0,622.0,261.0,936.0,93.0
336012,110.0,345.0,309.0,569.0,204.0,164.0,278.0,301.0,84.0,101.0,229.0,216.0,374.0,86.0,143.0,15.0,159.0,98.0,169.0,1162.0,2416.0,194.0,721.0,369.0,451.0,1038.0,2009.0,338.0,137.0,798.0,1277.0,599.0,22.0,413.0,102.0,673.0,529.0,276.0,158.0,237.0,289.0,433.0,318.0,343.0,43.0,441.0,104.0,72.0,138.0,145.0,142.0,36.0,111.0,51.0
1802718,69.0,93.0,0.0,0.0,93.0,0.0,171.0,122.0,0.0,91.0,62.0,44.0,49.0,70.0,43.0,61.0,137.0,421.0,259.0,325.0,424.0,1406.0,2089.0,200.0,228.0,525.0,283.0,118.0,142.0,595.0,524.0,174.0,119.0,650.0,425.0,149.0,211.0,490.0,649.0,177.0,413.0,493.0,895.0,1322.0,292.0,121.0,128.0,164.0,153.0,151.0,625.0,226.0,352.0,233.0
188644,129.0,356.0,164.0,139.0,342.0,221.0,209.0,284.0,136.0,112.0,217.0,195.0,324.0,208.0,109.0,70.0,375.0,408.0,196.0,162.0,263.0,207.0,308.0,263.0,282.0,175.0,371.0,308.0,322.0,380.0,293.0,367.0,354.0,231.0,272.0,172.0,147.0,175.0,345.0,162.0,253.0,215.0,327.0,271.0,175.0,201.0,152.0,224.0,248.0,212.0,304.0,197.0,311.0,120.0
173218,0.0,2551.0,196.0,4848.0,121.0,675.0,40.0,0.0,0.0,2969.0,3968.0,0.0,0.0,49.0,985.0,3162.0,262.0,1471.0,0.0,0.0,0.0,0.0,0.0,3599.0,1362.0,0.0,0.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309363,35.0,103.0,34.0,0.0,261.0,168.0,91.0,232.0,102.0,175.0,255.0,162.0,304.0,276.0,119.0,114.0,584.0,671.0,79.0,52.0,296.0,437.0,233.0,123.0,285.0,224.0,278.0,170.0,239.0,915.0,296.0,321.0,301.0,868.0,478.0,123.0,190.0,193.0,270.0,139.0,414.0,389.0,129.0,420.0,257.0,346.0,492.0,14.0,110.0,153.0,992.0,64.0,168.0,470.0
376397,205.0,266.0,228.0,356.0,50.0,166.0,121.0,72.0,331.0,269.0,397.0,96.0,85.0,351.0,28.0,45.0,25.0,108.0,69.0,414.0,95.0,132.0,70.0,350.0,274.0,69.0,57.0,290.0,102.0,64.0,18.0,352.0,104.0,42.0,224.0,291.0,188.0,50.0,136.0,24.0,57.0,56.0,385.0,195.0,427.0,57.0,60.0,211.0,390.0,104.0,95.0,56.0,90.0,144.0
4462540,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394121,19.0,53.0,75.0,42.0,0.0,36.0,38.0,426.0,45.0,98.0,99.0,261.0,102.0,35.0,0.0,86.0,115.0,119.0,104.0,132.0,168.0,0.0,0.0,47.0,89.0,120.0,356.0,0.0,0.0,871.0,1752.0,215.0,31.0,24.0,73.0,29.0,0.0,0.0,0.0,0.0,47.0,176.0,67.0,196.0,0.0,174.0,102.0,61.0,262.0,187.0,235.0,352.0,450.0,250.0
278440,878.0,264.0,63.0,0.0,227.0,1763.0,329.0,321.0,2031.0,146.0,72.0,79.0,136.0,104.0,93.0,70.0,53.0,117.0,32.0,0.0,38.0,910.0,31.0,60.0,107.0,34.0,0.0,47.0,49.0,24.0,0.0,103.0,0.0,44.0,996.0,595.0,627.0,91.0,29.0,70.0,196.0,28.0,24.0,808.0,40.0,100.0,110.0,227.0,863.0,31.0,31.0,25.0,38.0,32.0
2897325,75.0,42.0,44.0,298.0,89.0,333.0,84.0,71.0,893.0,225.0,179.0,312.0,744.0,226.0,29.0,108.0,76.0,143.0,361.0,315.0,138.0,289.0,197.0,360.0,123.0,106.0,121.0,108.0,62.0,127.0,124.0,210.0,165.0,109.0,406.0,133.0,84.0,180.0,227.0,108.0,131.0,133.0,290.0,150.0,156.0,105.0,81.0,73.0,60.0,247.0,147.0,186.0,175.0,252.0
